REF_AREA,MEASURE,TIME_PERIOD,OBS_VALUE
NZL,SF,2013,18.185
NZL,CH4,2014,34614.424
NZL,CO2,2014,8632.338
NZL,HFC,2014,1245.995
NZL,N2O,2014,8205.821
NZL,PFC,2014,73.41
NZL,SF,2014,16.801
NZL,CH4,2015,34126.216
NZL,CO2,2015,9037.388000000004
NZL,HFC,2015,1280.99
NZL,N2O,2015,8121.134
NZL,PFC,2015,58.585
NZL,SF,2015,16.465
NZL,CH4,2016,33667.517
NZL,CO2,2016,7674.711999999996
NZL,HFC,2016,1304.235
NZL,N2O,2016,8132.219
NZL,PFC,2016,48.691
NZL,SF,2016,17.363
NZL,CH4,2017,33603.986999999994
NZL,CO2,2017,10846.332
NZL,HFC,2017,1336.868
NZL,N2O,2017,8164.907
NZL,PFC,2017,60.458
NZL,SF,2017,14.79
NZL,CH4,2018,33651.978
NZL,CO2,2018,11297.05
NZL,HFC,2018,1375.6
NZL,N2O,2018,8277.783
NZL,PFC,2018,72.396
NZL,SF,2018,14.709
NZL,CH4,2019,33639.733
NZL,CO2,2019,12611.855000000003
NZL,HFC,2019,1395.067
NZL,N2O,2019,8316.328
NZL,PFC,2019,89.132
NZL,SF,2019,15.981
NZL,CH4,2020,33491.558
NZL,CO2,2020,10639.220999999998
NZL,HFC,2020,1444.804
NZL,N2O,2020,8408.438
NZL,PFC,2020,87.916
NZL,SF,2020,16.685
NZL,CH4,2021,33051.981
NZL,CO2,2021,12959.793999999998
NZL,HFC,2021,1483.223
NZL,N2O,2021,8185.001999999999
NZL,PFC,2021,50.688
NZL,SF,2021,15.731
PHL,CO2,1990,2510.474
PHL,CO2,1991,2510.474
PHL,CO2,1992,2510.474
PHL,CO2,1993,2510.474
PHL,CO2,1994,2510.474
PHL,CO2,1995,2510.474
PHL,CO2,1996,2495.841
PHL,CO2,1997,2533.382
PHL,CO2,1998,2787.524
PHL,CO2,1999,2508.66
PHL,CO2,2000,2530.047
PHL,CO2,2001,2389.792
PHL,CO2,2002,2461.78
PHL,CO2,2003,2499.747
PHL,CO2,2004,2501.512
PHL,CO2,2005,2562.585
PHL,CO2,2006,2445.741
PHL,CO2,2007,2471.444
PHL,CO2,2008,2430.808
PHL,CO2,2009,2422.939
PHL,CO2,2010,2682.724
PHL,CO2,2011,2462.684
PHL,CO2,2012,2449.994
PHL,CO2,2013,2492.019
PHL,CO2,2014,2534.158
PHL,CO2,2015,2552.976
PHL,CO2,2016,2647.493
PHL,CO2,2017,2500.815
PHL,CO2,2018,2501.2
PHL,CO2,2019,2564.851
PHL,CO2,2020,2589.909
POL,CH4,1990,70004.35800000001
POL,CO2,1990,346473.51
POL,N2O,1990,29455.32
POL,PFC,1990,127.472
POL,CH4,1991,65696.56
POL,CO2,1991,350617.974
POL,N2O,1991,25310.332
POL,PFC,1991,126.97
POL,CH4,1992,64558.953
POL,CO2,1992,362359.63
POL,N2O,1992,23611.527
POL,PFC,1992,120.967
POL,CH4,1993,62963.818
POL,CO2,1993,355703.24700000003
POL,N2O,1993,24220.211
POL,PFC,1993,130.156
POL,CH4,1994,61815.803
POL,CO2,1994,351244.475
POL,N2O,1994,24141.911
POL,PFC,1994,137.273
POL,SF,1994,13.673
POL,CH4,1995,60310.752
POL,CO2,1995,343473.326
POL,HFC,1995,166.582
POL,N2O,1995,24879.752
POL,PFC,1995,154.516
POL,SF,1995,30.016
POL,CH4,1996,59410.231
POL,CO2,1996,340703.55899999995
POL,HFC,1996,258.999
POL,N2O,1996,24713.548000000003
POL,PFC,1996,144.845
POL,SF,1996,24.528
POL,CH4,1997,58844.363
POL,CO2,1997,330885.716
POL,HFC,1997,346.422
POL,N2O,1997,24737.311
POL,PFC,1997,156.874
POL,SF,1997,23.614
POL,CH4,1998,56451.937
POL,CO2,1998,297083.432
POL,HFC,1998,417.646
POL,N2O,1998,24520.913
POL,PFC,1998,158.189
POL,SF,1998,24.673
POL,CH4,1999,54790.613000000005
POL,CO2,1999,290056.135
POL,HFC,1999,581.29
POL,N2O,1999,23986.902
POL,PFC,1999,153.187
POL,SF,1999,24.224
POL,CH4,2000,52490.139
POL,CO2,2000,281687.253
POL,HFC,2000,1022.566
POL,N2O,2000,24039.016
POL,PFC,2000,160.873
POL,SF,2000,23.775
POL,CH4,2001,54316.507
POL,CO2,2001,285613.26
POL,HFC,2001,1504.782
POL,N2O,2001,24077.657
POL,PFC,2001,181.351
POL,SF,2001,23.559
POL,CH4,2002,52243.547
POL,CO2,2002,269557.134
POL,HFC,2002,2048.48
POL,N2O,2002,22750.337
POL,PFC,2002,189.908
POL,SF,2002,24.0
POL,CH4,2003,52450.95
POL,CO2,2003,280255.549
POL,HFC,2003,2617.095
POL,N2O,2003,22539.439
POL,PFC,2003,184.09
POL,SF,2003,21.352
POL,CH4,2004,51705.0
POL,CO2,2004,274107.157
POL,HFC,2004,3150.169
POL,N2O,2004,22938.701
POL,PFC,2004,187.509
POL,SF,2004,23.043
POL,CH4,2005,51814.22
POL,CO2,2005,273777.70300000004
POL,HFC,2005,3761.451
POL,N2O,2005,23137.7
POL,PFC,2005,171.473
POL,SF,2005,27.624
POL,CH4,2006,51641.744
POL,CO2,2006,293534.914
POL,HFC,2006,4440.185
POL,N2O,2006,23406.919
POL,PFC,2006,176.863
POL,SF,2006,34.221
POL,CH4,2007,50371.845
POL,CO2,2007,299791.319
POL,HFC,2007,4888.186
POL,N2O,2007,24164.526
POL,PFC,2007,168.677
POL,SF,2007,32.115
POL,CH4,2008,49877.463
POL,CO2,2008,293841.942
POL,HFC,2008,5363.997
POL,N2O,2008,23757.827
POL,PFC,2008,149.207
POL,SF,2008,33.88
POL,CH4,2009,48112.074
POL,CO2,2009,280377.677
POL,HFC,2009,5653.306
POL,N2O,2009,20876.82
POL,PFC,2009,18.657
POL,SF,2009,38.757
POL,CH4,2010,47773.644
POL,CO2,2010,300354.237
POL,HFC,2010,5598.157
POL,N2O,2010,20494.445
POL,PFC,2010,17.725
POL,SF,2010,36.454
POL,CH4,2011,46188.376
POL,CO2,2011,294276.119
POL,HFC,2011,6104.968
POL,N2O,2011,20755.082
POL,PFC,2011,16.838
POL,SF,2011,40.219
POL,CH4,2012,45653.621
POL,CO2,2012,286203.806
POL,HFC,2012,6344.766
POL,N2O,2012,20839.9
POL,PFC,2012,15.996
POL,SF,2012,43.209
POL,CH4,2013,45844.904
POL,CO2,2013,280053.657
POL,HFC,2013,5965.814
POL,N2O,2013,20991.816000000003
POL,PFC,2013,15.197
POL,SF,2013,48.996
POL,CH4,2014,45189.296
POL,CO2,2014,275119.215
POL,HFC,2014,6501.19
POL,N2O,2014,20705.043
POL,PFC,2014,14.437
POL,SF,2014,54.407
POL,CH4,2015,45979.004
POL,CO2,2015,281828.525
POL,HFC,2015,5583.524
POL,N2O,2015,20767.715
POL,PFC,2015,13.715
POL,SF,2015,79.391
POL,CH4,2016,45481.956
POL,CO2,2016,285407.076
POL,HFC,2016,5689.619
POL,N2O,2016,21247.043
POL,PFC,2016,13.029
POL,SF,2016,80.782
POL,CH4,2017,45879.663
POL,CO2,2017,297616.342
POL,HFC,2017,5772.789
POL,N2O,2017,22248.241
POL,PFC,2017,12.378
POL,SF,2017,84.965
POL,CH4,2018,46465.023
POL,CO2,2018,297558.255
POL,HFC,2018,5579.883
POL,N2O,2018,22530.088
POL,PFC,2018,11.759
POL,SF,2018,110.669
POL,CH4,2019,43562.377
POL,CO2,2019,297616.825
POL,HFC,2019,5304.573
POL,N2O,2019,21503.372
POL,PFC,2019,11.171
POL,SF,2019,93.54
POL,CH4,2020,43247.063
POL,CO2,2020,281653.333
POL,HFC,2020,5114.477
POL,N2O,2020,22236.812
POL,PFC,2020,10.612
POL,SF,2020,92.286
POL,CH4,2021,42712.419
POL,CO2,2021,309232.645
POL,HFC,2021,4937.265
POL,N2O,2021,22358.76
POL,PFC,2021,10.082
POL,SF,2021,92.596
PRT,CH4,1990,11554.15
PRT,CO2,1990,50983.99600000001
PRT,N2O,1990,4072.997
PRT,CH4,1991,11281.723
PRT,CO2,1991,43960.938
PRT,N2O,1991,3923.641
PRT,CH4,1992,11019.623
PRT,CO2,1992,41557.293000000005
PRT,N2O,1992,3798.925
PRT,CH4,1993,11077.87
PRT,CO2,1993,39255.75
PRT,N2O,1993,3719.147
PRT,CH4,1994,11323.414
PRT,CO2,1994,40763.266
PRT,N2O,1994,3739.701
PRT,CH4,1995,11581.621
PRT,CO2,1995,43552.736
PRT,HFC,1995,54.192
PRT,N2O,1995,3912.024
PRT,SF,1995,14.359
PRT,CH4,1996,11645.121
PRT,CO2,1996,42143.17
PRT,HFC,1996,79.459
PRT,N2O,1996,4072.176
PRT,SF,1996,14.841
PRT,CH4,1997,11776.234
PRT,CO2,1997,44056.963
PRT,HFC,1997,137.807
PRT,N2O,1997,4115.767
PRT,PFC,1997,0.096
PRT,SF,1997,15.934
PRT,CH4,1998,12093.145
PRT,CO2,1998,48846.514
PRT,HFC,1998,200.428
PRT,N2O,1998,4193.691
PRT,PFC,1998,0.432
PRT,SF,1998,16.316
PRT,CH4,1999,12264.639
PRT,CO2,1999,56121.372
PRT,HFC,1999,280.52
PRT,N2O,1999,4281.135
PRT,PFC,1999,0.78
PRT,SF,1999,17.035
PRT,CH4,2000,12762.01
PRT,CO2,2000,62677.60799999999
PRT,HFC,2000,359.913
PRT,N2O,2000,4555.767
PRT,PFC,2000,1.141
PRT,SF,2000,17.123
PRT,CH4,2001,12668.387
PRT,CO2,2001,56018.728
PRT,HFC,2001,462.271
PRT,N2O,2001,4429.197
PRT,PFC,2001,1.523
PRT,SF,2001,18.415
PRT,CH4,2002,12769.585
PRT,CO2,2002,60729.96400000001
PRT,HFC,2002,588.933
PRT,N2O,2002,4371.246
PRT,PFC,2002,1.931
PRT,SF,2002,18.714
PRT,CH4,2003,13471.740000000002
PRT,CO2,2003,67548.37299999999
PRT,HFC,2003,719.817
PRT,N2O,2003,4464.307
PRT,PFC,2003,2.361
PRT,SF,2003,22.301
PRT,CH4,2004,12672.609
PRT,CO2,2004,62080.684
PRT,HFC,2004,829.183
PRT,N2O,2004,4521.153
PRT,PFC,2004,2.825
PRT,SF,2004,27.35
PRT,CH4,2005,13257.95
PRT,CO2,2005,71410.66600000001
PRT,HFC,2005,984.651
PRT,N2O,2005,4294.456
PRT,PFC,2005,3.331
PRT,SF,2005,27.451
PRT,CH4,2006,12462.315
PRT,CO2,2006,62067.709
PRT,HFC,2006,1149.075
PRT,N2O,2006,3999.873
PRT,PFC,2006,4.012
PRT,SF,2006,29.312
PRT,CH4,2007,12157.192
PRT,CO2,2007,58118.694
PRT,HFC,2007,1366.981
PRT,N2O,2007,4146.34
PRT,PFC,2007,4.761
PRT,SF,2007,32.343
PRT,CH4,2008,11853.734
PRT,CO2,2008,49889.933000000005
PRT,HFC,2008,1605.198
PRT,N2O,2008,4052.942
PRT,PFC,2008,5.596
PRT,SF,2008,31.288
PRT,CH4,2009,11820.022
PRT,CO2,2009,45918.679
PRT,HFC,2009,1787.222
PRT,N2O,2009,3882.741
PRT,PFC,2009,6.624
PRT,SF,2009,34.162
PRT,CH4,2010,11736.911
PRT,CO2,2010,45346.62
PRT,HFC,2010,1916.415
PRT,N2O,2010,3925.055
PRT,PFC,2010,7.946
PRT,SF,2010,35.759
PRT,CH4,2011,11486.261
PRT,CO2,2011,47844.41
PRT,HFC,2011,2067.739
PRT,N2O,2011,3574.429
PRT,PFC,2011,9.064
PRT,SF,2011,29.882
PRT,CH4,2012,11315.993
PRT,CO2,2012,47732.939
PRT,HFC,2012,2197.013
PRT,N2O,2012,3604.399
PRT,PFC,2012,10.203
PRT,SF,2012,31.42
PRT,CH4,2013,11110.686
PRT,CO2,2013,47028.973000000005
PRT,HFC,2013,2339.142
PRT,N2O,2013,3617.011
PRT,PFC,2013,11.388
PRT,SF,2013,31.944
PRT,CH4,2014,10692.318
PRT,CO2,2014,42069.653
PRT,HFC,2014,2460.046
PRT,N2O,2014,3664.741
PRT,PFC,2014,12.63
PRT,SF,2014,26.605
PRT,CH4,2015,10551.457
PRT,CO2,2015,47612.474
PRT,HFC,2015,2593.692
PRT,N2O,2015,3600.755
PRT,PFC,2015,13.944
PRT,SF,2015,23.891
PRT,CH4,2016,10744.012
PRT,CO2,2016,50294.094000000005
PRT,HFC,2016,2721.852
PRT,N2O,2016,3602.872
PRT,PFC,2016,15.38
PRT,SF,2016,24.348
PRT,CH4,2017,11765.108
PRT,CO2,2017,74226.517
PRT,HFC,2017,2895.176
PRT,N2O,2017,3945.736
PRT,PFC,2017,17.004
PRT,SF,2017,26.338
PRT,CH4,2018,10460.923
PRT,CO2,2018,47186.619000000006
PRT,HFC,2018,3006.605
PRT,N2O,2018,3570.353
PRT,PFC,2018,19.05
PRT,SF,2018,24.521
PRT,CH4,2019,10510.008
PRT,CO2,2019,42319.224
PRT,HFC,2019,3129.914
PRT,N2O,2019,3611.68
PRT,PFC,2019,21.308
PRT,SF,2019,24.835
PRT,CH4,2020,10352.731
PRT,CO2,2020,36282.89
PRT,HFC,2020,3086.339
PRT,N2O,2020,3552.899
PRT,PFC,2020,23.76
PRT,SF,2020,23.606
PRT,CH4,2021,10522.207
PRT,CO2,2021,33063.667
PRT,HFC,2021,3158.986
PRT,N2O,2021,3542.751
PRT,PFC,2021,26.543
PRT,SF,2021,24.203
ROU,CH4,1990,59043.916
ROU,CO2,1990,147707.033
ROU,HFC,1990,0.165
ROU,N2O,1990,19251.595
ROU,PFC,1990,2530.064
ROU,SF,1990,0.477
ROU,CH4,1991,51199.931
ROU,CO2,1991,112942.4
ROU,HFC,1991,0.261
ROU,N2O,1991,14871.537
ROU,PFC,1991,2322.304
ROU,SF,1991,0.51
ROU,CH4,1992,47351.29
ROU,CO2,1992,101308.04200000002
ROU,HFC,1992,0.405
ROU,N2O,1992,14071.001
ROU,PFC,1992,1616.848
ROU,SF,1992,0.462
ROU,CH4,1993,45618.428
ROU,CO2,1993,90626.749
ROU,HFC,1993,0.688
ROU,N2O,1993,14588.054
ROU,PFC,1993,1685.357
ROU,SF,1993,0.486
ROU,CH4,1994,45626.433
ROU,CO2,1994,89243.19099999999
ROU,HFC,1994,1.158
ROU,N2O,1994,13720.971
ROU,PFC,1994,1782.872
ROU,SF,1994,0.691
ROU,CH4,1995,46832.921
ROU,CO2,1995,94399.714
ROU,HFC,1995,2.466
ROU,N2O,1995,14262.901
ROU,PFC,1995,2120.743
ROU,SF,1995,0.916
ROU,CH4,1996,46817.077
ROU,CO2,1996,98684.914
ROU,HFC,1996,4.652
ROU,N2O,1996,13839.532
ROU,PFC,1996,2115.162
ROU,SF,1996,1.465
ROU,CH4,1997,51824.198
ROU,CO2,1997,87010.612
ROU,HFC,1997,10.064
ROU,N2O,1997,13239.492
ROU,PFC,1997,2108.599
ROU,SF,1997,1.298
ROU,CH4,1998,49258.148
ROU,CO2,1998,71362.72099999999
ROU,HFC,1998,22.764
ROU,N2O,1998,12170.43
ROU,PFC,1998,2058.593
ROU,SF,1998,1.374
ROU,CH4,1999,47956.551
ROU,CO2,1999,55911.251
ROU,HFC,1999,37.619
ROU,N2O,1999,11595.23
ROU,PFC,1999,1875.284
ROU,SF,1999,1.533
ROU,CH4,2000,36002.198000000004
ROU,CO2,2000,60218.049
ROU,HFC,2000,66.756
ROU,N2O,2000,11513.142
ROU,PFC,2000,1507.484
ROU,SF,2000,8.547
ROU,CH4,2001,34468.288
ROU,CO2,2001,64916.26500000001
ROU,HFC,2001,106.083
ROU,N2O,2001,11361.424
ROU,PFC,2001,1230.281
ROU,SF,2001,14.067
ROU,CH4,2002,36871.715
ROU,CO2,2002,67196.644
ROU,HFC,2002,158.46
ROU,N2O,2002,10964.445
ROU,PFC,2002,886.471
ROU,SF,2002,11.496
ROU,CH4,2003,38146.14
ROU,CO2,2003,71148.21100000001
ROU,HFC,2003,216.02
ROU,N2O,2003,11581.989
ROU,PFC,2003,273.863
ROU,SF,2003,9.657
ROU,CH4,2004,36548.380000000005
ROU,CO2,2004,70825.364
ROU,HFC,2004,277.578
ROU,N2O,2004,12047.536
ROU,PFC,2004,138.361
ROU,SF,2004,13.005
ROU,CH4,2005,36857.57
ROU,CO2,2005,68163.46600000001
ROU,HFC,2005,348.679
ROU,N2O,2005,12363.624
ROU,PFC,2005,85.682
ROU,SF,2005,13.707
ROU,CH4,2006,36058.044
ROU,CO2,2006,71011.831
ROU,HFC,2006,452.429
ROU,N2O,2006,11646.527
ROU,PFC,2006,57.606
ROU,SF,2006,21.442
ROU,CH4,2007,35013.124
ROU,CO2,2007,74896.32
ROU,HFC,2007,617.476
ROU,N2O,2007,11412.708
ROU,PFC,2007,25.343
ROU,SF,2007,26.593
ROU,CH4,2008,33795.482
ROU,CO2,2008,73297.026
ROU,HFC,2008,873.637
ROU,N2O,2008,10465.022
ROU,PFC,2008,16.069
ROU,SF,2008,29.706
ROU,CH4,2009,32158.638
ROU,CO2,2009,56848.391
ROU,HFC,2009,850.36
ROU,N2O,2009,9956.542
ROU,PFC,2009,7.335
ROU,SF,2009,42.125
ROU,CH4,2010,29799.298000000003
ROU,CO2,2010,48609.295000000006
ROU,HFC,2010,899.267
ROU,N2O,2010,10063.377
ROU,PFC,2010,8.212
ROU,SF,2010,54.932
ROU,CH4,2011,28934.424000000003
ROU,CO2,2011,55003.797
ROU,HFC,2011,999.111
ROU,N2O,2011,10374.333
ROU,PFC,2011,11.434
ROU,SF,2011,40.306
ROU,CH4,2012,29092.377
ROU,CO2,2012,50876.3
ROU,HFC,2012,1091.865
ROU,N2O,2012,9672.543
ROU,PFC,2012,6.679
ROU,SF,2012,42.007
ROU,CH4,2013,28465.059
ROU,CO2,2013,39010.411
ROU,HFC,2013,1181.179
ROU,N2O,2013,10043.14
ROU,PFC,2013,5.529
ROU,SF,2013,47.428
ROU,CH4,2014,28235.899
ROU,CO2,2014,27859.596999999994
ROU,HFC,2014,1260.042
ROU,N2O,2014,9607.907
ROU,PFC,2014,5.706
ROU,SF,2014,40.62
ROU,CH4,2015,28064.601
ROU,CO2,2015,27666.93900000001
ROU,HFC,2015,1381.32
ROU,N2O,2015,9643.509
ROU,PFC,2015,5.905
ROU,SF,2015,39.755
ROU,CH4,2016,27425.8
ROU,CO2,2016,24087.978
ROU,HFC,2016,1538.332
ROU,N2O,2016,9655.631
ROU,PFC,2016,4.894
ROU,SF,2016,36.113
ROU,CH4,2017,26960.862
ROU,CO2,2017,29046.002
ROU,HFC,2017,1696.382
ROU,N2O,2017,10078.304
ROU,PFC,2017,5.019
ROU,SF,2017,39.403
ROU,CH4,2018,26448.93
ROU,CO2,2018,32003.771000000008
ROU,HFC,2018,1761.099
ROU,N2O,2018,10764.906
ROU,PFC,2018,4.47
ROU,SF,2018,45.901
ROU,CH4,2019,26682.734
ROU,CO2,2019,28590.739
ROU,HFC,2019,1780.64
ROU,N2O,2019,10422.977
ROU,PFC,2019,3.447
ROU,SF,2019,59.612
ROU,CH4,2020,26349.492
ROU,CO2,2020,23540.61
ROU,HFC,2020,1847.425
ROU,N2O,2020,9826.115
ROU,PFC,2020,3.195
ROU,SF,2020,62.445
ROU,CH4,2021,25788.907
ROU,CO2,2021,27860.582
ROU,HFC,2021,1908.236
ROU,N2O,2021,10533.436
ROU,PFC,2021,3.397
ROU,SF,2021,50.169
RUS,CH4,1990,458969.458
RUS,CO2,1990,2428209.179
RUS,HFC,1990,35937.159
RUS,N2O,1990,149504.053
RUS,PFC,1990,15105.808
RUS,SF,1990,1437.786
RUS,CH4,1991,436294.765
RUS,CO2,1991,2336682.659
RUS,HFC,1991,34229.661
RUS,N2O,1991,144506.369
RUS,PFC,1991,16191.055
RUS,SF,1991,1332.341
RUS,CH4,1992,414637.312
RUS,CO2,1992,1889481.197
RUS,HFC,1992,28192.14
RUS,N2O,1992,134039.84900000002
RUS,PFC,1992,14702.427
RUS,SF,1992,627.25
RUS,CH4,1993,396232.812
RUS,CO2,1993,1734339.3609999998
RUS,HFC,1993,18278.41
RUS,N2O,1993,123264.872
RUS,PFC,1993,14334.442
RUS,SF,1993,451.047
RUS,CH4,1994,368662.263
RUS,CO2,1994,1433249.895
RUS,HFC,1994,15469.636
RUS,N2O,1994,108952.907
RUS,PFC,1994,13935.32
RUS,SF,1994,385.847
RUS,CH4,1995,351549.42299999995
RUS,CO2,1995,1329313.329
RUS,HFC,1995,15447.314
RUS,N2O,1995,101110.289
RUS,PFC,1995,13453.876
RUS,SF,1995,685.288
RUS,CH4,1996,343461.255
RUS,CO2,1996,1225396.189
RUS,HFC,1996,13611.144
RUS,N2O,1996,98180.776
RUS,PFC,1996,11842.598
RUS,SF,1996,1293.77
RUS,CH4,1997,327507.505
RUS,CO2,1997,1050088.967
RUS,HFC,1997,18009.736
RUS,N2O,1997,93577.926
RUS,PFC,1997,10208.512
RUS,SF,1997,1293.636
RUS,CH4,1998,323052.306
RUS,CO2,1998,1012985.579
RUS,HFC,1998,21834.311
RUS,N2O,1998,90810.916
RUS,PFC,1998,9865.518
RUS,SF,1998,1097.14
RUS,CH4,1999,318934.341
RUS,CO2,1999,1006050.19
RUS,HFC,1999,22671.899
RUS,N2O,1999,85854.678
RUS,PFC,1999,9596.903
RUS,SF,1999,942.227
RUS,CH4,2000,324136.101
RUS,CO2,2000,971448.836
RUS,HFC,2000,26569.758
RUS,N2O,2000,88763.651
RUS,PFC,2000,9867.314
RUS,SF,2000,958.455
RUS,CH4,2001,323214.01099999994
RUS,CO2,2001,957908.531
RUS,HFC,2001,25208.893
RUS,N2O,2001,87935.157
RUS,PFC,2001,8993.202
RUS,SF,2001,1122.572
RUS,CH4,2002,320838.99
RUS,CO2,2002,921213.097
RUS,HFC,2002,19303.15
RUS,N2O,2002,88667.518
RUS,PFC,2002,7299.979
RUS,SF,2002,1193.33
RUS,CH4,2003,330786.91000000003
RUS,CO2,2003,944835.949
RUS,HFC,2003,14612.793
RUS,N2O,2003,88286.658
RUS,PFC,2003,6626.625
RUS,SF,2003,1345.208
RUS,CH4,2004,328227.28
RUS,CO2,2004,968576.158
RUS,HFC,2004,18409.939
RUS,N2O,2004,85195.03300000001
RUS,PFC,2004,6613.707
RUS,SF,2004,1478.295
RUS,CH4,2005,330156.314
RUS,CO2,2005,985799.1310000002
RUS,HFC,2005,19817.81
RUS,N2O,2005,87265.05900000001
RUS,PFC,2005,6306.903
RUS,SF,2005,1568.44
RUS,CH4,2006,334743.254
RUS,CO2,2006,1041313.073
RUS,HFC,2006,17999.584
RUS,N2O,2006,89562.557
RUS,PFC,2006,5541.128
RUS,SF,2006,1584.561
RUS,CH4,2007,332637.364
RUS,CO2,2007,1024785.674
RUS,HFC,2007,16829.135
RUS,N2O,2007,90291.093
RUS,PFC,2007,5009.458
RUS,SF,2007,1609.617
RUS,CH4,2008,332533.025
RUS,CO2,2008,1013016.293
RUS,HFC,2008,17926.391
RUS,N2O,2008,93952.693
RUS,PFC,2008,4790.613
RUS,SF,2008,1144.794
RUS,CH4,2009,312132.715
RUS,CO2,2009,829113.4440000001
RUS,HFC,2009,12530.011
RUS,N2O,2009,97126.319
RUS,PFC,2009,3358.346
RUS,SF,2009,1072.123
RUS,CH4,2010,317954.694
RUS,CO2,2010,901484.849
RUS,HFC,2010,13444.561
RUS,N2O,2010,83816.199
RUS,PFC,2010,3630.764
RUS,SF,2010,996.226
RUS,CH4,2011,319992.658
RUS,CO2,2011,1001752.777
RUS,HFC,2011,11306.171
RUS,N2O,2011,88210.14499999999
RUS,PFC,2011,3304.169
RUS,SF,2011,824.595
RUS,CH4,2012,320705.828
RUS,CO2,2012,1006249.466
RUS,HFC,2012,17840.172
RUS,N2O,2012,85839.454
RUS,PFC,2012,3324.101
RUS,SF,2012,5510.191
RUS,CH4,2013,315253.33900000004
RUS,CO2,2013,996768.787
RUS,HFC,2013,21785.302
RUS,N2O,2013,86780.37
RUS,PFC,2013,3420.033
RUS,SF,2013,5164.37
RUS,CH4,2014,314043.771
RUS,CO2,2014,947649.203
RUS,HFC,2014,24871.429
RUS,N2O,2014,89516.83799999999
RUS,PFC,2014,3054.052
RUS,SF,2014,1074.39
RUS,CH4,2015,311254.44
RUS,CO2,2015,1017916.029
RUS,HFC,2015,22456.236
RUS,N2O,2015,93890.909
RUS,PFC,2015,3505.877
RUS,SF,2015,1028.587
RUS,CH4,2016,311673.63300000003
RUS,CO2,2016,983184.986
RUS,HFC,2016,23646.867
RUS,N2O,2016,95586.003
RUS,PFC,2016,3657.584
RUS,SF,2016,900.514
RUS,CH4,2017,318800.38100000005
RUS,CO2,2017,1024809.914
RUS,HFC,2017,34357.463
RUS,N2O,2017,97923.206
RUS,PFC,2017,2694.218
RUS,SF,2017,1151.779
RUS,CH4,2018,334847.607
RUS,CO2,2018,1085872.08
RUS,HFC,2018,42535.647
RUS,N2O,2018,101877.113
RUS,PFC,2018,1741.603
RUS,SF,2018,1078.41
RUS,CH4,2019,333545.772
RUS,CO2,2019,1113002.754
RUS,HFC,2019,36000.304
RUS,N2O,2019,100758.807
RUS,PFC,2019,1644.667
RUS,SF,2019,1063.391
RUS,CH4,2020,321797.842
RUS,CO2,2020,1039479.139
RUS,HFC,2020,39081.791
RUS,N2O,2020,100704.245
RUS,PFC,2020,1685.537
RUS,SF,2020,1051.312
RUS,CH4,2021,343307.083
RUS,CO2,2021,1180164.436
RUS,HFC,2021,38619.932
RUS,N2O,2021,106876.288
RUS,PFC,2021,1628.56
RUS,SF,2021,1176.77
SVK,CH4,1990,8189.342
SVK,CO2,1990,52009.325
SVK,N2O,1990,3924.093
SVK,PFC,1990,283.046
SVK,SF,1990,0.06
SVK,CH4,1991,7794.452999999999
SVK,CO2,1991,43004.134
SVK,N2O,1991,3099.379
SVK,PFC,1991,278.426
SVK,SF,1991,0.036
SVK,CH4,1992,7036.86
SVK,CO2,1992,37967.018
SVK,N2O,1992,2560.931
SVK,PFC,1992,259.109
SVK,SF,1992,0.044
SVK,CH4,1993,6714.36
SVK,CO2,1993,35623.895000000004
SVK,N2O,1993,2150.425
SVK,PFC,1993,162.1
SVK,SF,1993,0.093
SVK,CH4,1994,6340.644
SVK,CO2,1994,33621.944
SVK,HFC,1994,0.204
SVK,N2O,1994,2534.002
SVK,PFC,1994,137.743
SVK,SF,1994,18.165
SVK,CH4,1995,6330.639
SVK,CO2,1995,34567.712
SVK,HFC,1995,12.381
SVK,N2O,1995,2652.586
SVK,PFC,1995,119.241
SVK,SF,1995,10.466
SVK,CH4,1996,6180.347
SVK,CO2,1996,34534.85
SVK,HFC,1996,26.307
SVK,N2O,1996,2807.157
SVK,PFC,1996,36.618
SVK,SF,1996,11.507
SVK,CH4,1997,5920.858
SVK,CO2,1997,34826.048
SVK,HFC,1997,38.333
SVK,N2O,1997,2793.362
SVK,PFC,1997,36.108
SVK,SF,1997,11.825
SVK,CH4,1998,5765.6140000000005
SVK,CO2,1998,33490.883
SVK,HFC,1998,50.725
SVK,N2O,1998,2508.79
SVK,PFC,1998,26.167
SVK,SF,1998,13.036
SVK,CH4,1999,5713.265
SVK,CO2,1999,33466.655999999995
SVK,HFC,1999,71.823
SVK,N2O,1999,2151.492
SVK,PFC,1999,14.625
SVK,SF,1999,13.031
SVK,CH4,2000,5444.447999999999
SVK,CO2,2000,31650.901
SVK,HFC,2000,98.202
SVK,N2O,2000,2370.455
SVK,PFC,2000,13.403
SVK,SF,2000,13.444
SVK,CH4,2001,5273.626
SVK,CO2,2001,34448.633
SVK,HFC,2001,130.292
SVK,N2O,2001,2663.25
SVK,PFC,2001,14.401
SVK,SF,2001,13.74
SVK,CH4,2002,5163.679
SVK,CO2,2002,32713.112
SVK,HFC,2002,167.955
SVK,N2O,2002,2602.773
SVK,PFC,2002,15.445
SVK,SF,2002,15.234
SVK,CH4,2003,4960.084
