REF_AREA,MEASURE,TIME_PERIOD,OBS_VALUE
DEU,CO2,2001,898206.218
DEU,HFC,2001,7002.549
DEU,N2O,2001,35355.557
DEU,PFC,2001,799.12
DEU,SF,2001,3866.965
DEU,CH4,2002,93562.405
DEU,CO2,2002,913892.672
DEU,HFC,2002,7598.216
DEU,N2O,2002,34619.258
DEU,PFC,2002,868.069
DEU,SF,2002,3176.883
DEU,CH4,2003,89611.627
DEU,CO2,2003,909739.618
DEU,HFC,2003,7803.658
DEU,N2O,2003,34416.588
DEU,PFC,2003,931.982
DEU,SF,2003,3105.927
DEU,CH4,2004,82865.717
DEU,CO2,2004,890217.1070000001
DEU,HFC,2004,8221.352
DEU,N2O,2004,35897.612
DEU,PFC,2004,899.243
DEU,SF,2004,3340.549
DEU,CH4,2005,78999.47799999999
DEU,CO2,2005,865778.167
DEU,HFC,2005,8461.897
DEU,N2O,2005,34466.064
DEU,PFC,2005,773.232
DEU,SF,2005,3351.88
DEU,CH4,2006,74600.538
DEU,CO2,2006,870903.105
DEU,HFC,2006,8808.935
DEU,N2O,2006,33733.719
DEU,PFC,2006,621.293
DEU,SF,2006,3298.909
DEU,CH4,2007,72124.87800000001
DEU,CO2,2007,846709.996
DEU,HFC,2007,9239.988
DEU,N2O,2007,36361.27
DEU,PFC,2007,547.1
DEU,SF,2007,3184.478
DEU,CH4,2008,70769.177
DEU,CO2,2008,843916.336
DEU,HFC,2008,9204.694
DEU,N2O,2008,35231.884999999995
DEU,PFC,2008,522.275
DEU,SF,2008,3033.012
DEU,CH4,2009,67968.353
DEU,CO2,2009,770499.7089999999
DEU,HFC,2009,9464.585
DEU,N2O,2009,35697.289000000004
DEU,PFC,2009,373.895
DEU,SF,2009,3032.863
DEU,CH4,2010,66607.341
DEU,CO2,2010,820839.1240000001
DEU,HFC,2010,9753.448
DEU,N2O,2010,28575.933
DEU,PFC,2010,317.496
DEU,SF,2010,3094.66
DEU,CH4,2011,65060.591
DEU,CO2,2011,791170.4160000001
DEU,HFC,2011,10168.665
DEU,N2O,2011,28582.247
DEU,PFC,2011,256.154
DEU,SF,2011,3128.521
DEU,CH4,2012,65408.526
DEU,CO2,2012,787704.497
DEU,HFC,2012,10337.408
DEU,N2O,2012,28712.077
DEU,PFC,2012,221.303
DEU,SF,2012,3177.229
DEU,CH4,2013,64421.003
DEU,CO2,2013,809945.8559999999
DEU,HFC,2013,10324.853
DEU,N2O,2013,28841.158000000003
DEU,PFC,2013,234.169
DEU,SF,2013,3218.208
DEU,CH4,2014,62898.232
DEU,CO2,2014,778061.9859999999
DEU,HFC,2014,10465.546
DEU,N2O,2014,29349.595
DEU,PFC,2014,213.598
DEU,SF,2014,3160.284
DEU,CH4,2015,62436.271
DEU,CO2,2015,779212.834
DEU,HFC,2015,10694.277
DEU,N2O,2015,29314.483
DEU,PFC,2015,222.587
DEU,SF,2015,3346.424
DEU,CH4,2016,60718.548
DEU,CO2,2016,780349.687
DEU,HFC,2016,10629.795
DEU,N2O,2016,29145.495
DEU,PFC,2016,229.571
DEU,SF,2016,3563.348
DEU,CH4,2017,59883.01
DEU,CO2,2017,767605.566
DEU,HFC,2017,10374.69
DEU,N2O,2017,28678.939
DEU,PFC,2017,233.857
DEU,SF,2017,3874.998
DEU,CH4,2018,57762.437000000005
DEU,CO2,2018,739346.381
DEU,HFC,2018,9424.784
DEU,N2O,2018,27526.018
DEU,PFC,2018,263.068
DEU,SF,2018,3989.449
DEU,CH4,2019,54831.819
DEU,CO2,2019,692962.593
DEU,HFC,2019,8743.368
DEU,N2O,2019,26805.073
DEU,PFC,2019,210.883
DEU,SF,2019,4039.661
DEU,CH4,2020,53612.834
DEU,CO2,2020,643741.659
DEU,HFC,2020,8256.323
DEU,N2O,2020,26068.436
DEU,PFC,2020,188.23
DEU,SF,2020,3100.38
DEU,CH4,2021,52255.077000000005
DEU,CO2,2021,675066.149
DEU,HFC,2021,8069.178
DEU,N2O,2021,25930.957
DEU,PFC,2021,190.946
DEU,SF,2021,2663.743
DNK,CH4,1990,9454.861
DNK,CO2,1990,61345.386
DNK,N2O,1990,7907.999000000001
DNK,SF,1990,43.71
DNK,CH4,1991,9684.989
DNK,CO2,1991,71257.644
DNK,N2O,1991,7674.22
DNK,SF,1991,62.939
DNK,CH4,1992,9785.748
DNK,CO2,1992,66382.665
DNK,HFC,1992,3.557
DNK,N2O,1992,7429.110000000001
DNK,SF,1992,88.977
DNK,CH4,1993,10024.55
DNK,CO2,1993,67134.518
DNK,HFC,1993,100.804
DNK,N2O,1993,7145.221
DNK,SF,1993,100.968
DNK,CH4,1994,9875.482999999998
DNK,CO2,1994,70736.863
DNK,HFC,1994,144.511
DNK,N2O,1994,7101.215
DNK,PFC,1994,0.067
DNK,SF,1994,121.737
DNK,CH4,1995,9958.111
DNK,CO2,1995,67844.438
DNK,HFC,1995,237.653
DNK,N2O,1995,7062.562
DNK,PFC,1995,0.639
DNK,SF,1995,107.128
DNK,CH4,1996,10087.771
DNK,CO2,1996,80519.10100000001
DNK,HFC,1996,370.592
DNK,N2O,1996,6692.878
DNK,PFC,1996,2.11
DNK,SF,1996,61.14
DNK,CH4,1997,9972.402
DNK,CO2,1997,71536.24900000001
DNK,HFC,1997,373.353
DNK,N2O,1997,6716.273
DNK,PFC,1997,5.236
DNK,SF,1997,72.892
DNK,CH4,1998,10054.143
DNK,CO2,1998,67250.54400000001
DNK,HFC,1998,501.276
DNK,N2O,1998,6732.202
DNK,PFC,1998,11.566
DNK,SF,1998,59.567
DNK,CH4,1999,9924.744
DNK,CO2,1999,64990.579
DNK,HFC,1999,642.471
DNK,N2O,1999,6635.59
DNK,PFC,1999,15.869
DNK,SF,1999,64.926
DNK,CH4,2000,9915.371
DNK,CO2,2000,60510.438
DNK,HFC,2000,735.347
DNK,N2O,2000,6623.26
DNK,PFC,2000,22.746
DNK,SF,2000,58.664
DNK,CH4,2001,10156.934
DNK,CO2,2001,61737.844
DNK,HFC,2001,734.269
DNK,N2O,2001,6425.004000000001
DNK,PFC,2001,28.133
DNK,SF,2001,29.546
DNK,CH4,2002,10107.932
DNK,CO2,2002,62324.692
DNK,HFC,2002,759.106
DNK,N2O,2002,6355.992
DNK,PFC,2002,28.235
DNK,SF,2002,24.807
DNK,CH4,2003,10145.121
DNK,CO2,2003,67232.587
DNK,HFC,2003,782.204
DNK,N2O,2003,6260.312999999999
DNK,PFC,2003,24.787
DNK,SF,2003,31.148
DNK,CH4,2004,9965.486
DNK,CO2,2004,61424.657
DNK,HFC,2004,838.395
DNK,N2O,2004,5992.13
DNK,PFC,2004,20.697
DNK,SF,2004,32.622
DNK,CH4,2005,9685.857
DNK,CO2,2005,57831.179
DNK,HFC,2005,889.174
DNK,N2O,2005,5481.568
DNK,PFC,2005,18.916
DNK,SF,2005,21.483
DNK,CH4,2006,9531.8
DNK,CO2,2006,65965.708
DNK,HFC,2006,911.996
DNK,N2O,2006,5378.039
DNK,PFC,2006,20.943
DNK,SF,2006,35.564
DNK,CH4,2007,9503.240000000002
DNK,CO2,2007,61485.467
DNK,HFC,2007,945.735
DNK,N2O,2007,5530.3730000000005
DNK,PFC,2007,20.861
DNK,SF,2007,30.098
DNK,CH4,2008,9350.941
DNK,CO2,2008,56555.157
DNK,HFC,2008,947.131
DNK,N2O,2008,5588.209000000001
DNK,PFC,2008,18.208
DNK,SF,2008,31.443
DNK,CH4,2009,9198.431
DNK,CO2,2009,53381.318
DNK,HFC,2009,971.981
DNK,N2O,2009,5421.14
DNK,PFC,2009,19.027
DNK,SF,2009,36.587
DNK,CH4,2010,9296.856
DNK,CO2,2010,52950.213
DNK,HFC,2010,828.403
DNK,N2O,2010,5287.226000000001
DNK,PFC,2010,9.632
DNK,SF,2010,38.276
DNK,CH4,2011,9110.372
DNK,CO2,2011,47377.453
DNK,HFC,2011,752.076
DNK,N2O,2011,5326.0740000000005
DNK,PFC,2011,7.268
DNK,SF,2011,79.997
DNK,CH4,2012,8999.334
DNK,CO2,2012,42502.877
DNK,HFC,2012,755.463
DNK,N2O,2012,5228.001
DNK,PFC,2012,3.185
DNK,SF,2012,133.643
DNK,CH4,2013,8892.527
DNK,CO2,2013,43997.564
DNK,HFC,2013,697.711
DNK,N2O,2013,5232.29
DNK,PFC,2013,3.315
DNK,SF,2013,154.712
DNK,CH4,2014,8863.427
DNK,CO2,2014,40506.775
DNK,HFC,2014,643.638
DNK,N2O,2014,5343.188
DNK,PFC,2014,2.44
DNK,SF,2014,159.341
DNK,CH4,2015,8784.229000000001
DNK,CO2,2015,36987.335
DNK,HFC,2015,501.4
DNK,N2O,2015,5321.563
DNK,PFC,2015,0.016
DNK,SF,2015,125.383
DNK,CH4,2016,8868.551000000001
DNK,CO2,2016,39873.66
DNK,HFC,2016,565.85
DNK,N2O,2016,5457.42
DNK,PFC,2016,0.007
DNK,SF,2016,107.617
DNK,CH4,2017,8871.644
DNK,CO2,2017,37750.522
DNK,HFC,2017,477.29
DNK,N2O,2017,5511.592000000001
DNK,PFC,2017,0.981
DNK,SF,2017,78.378
DNK,CH4,2018,8945.179
DNK,CO2,2018,39693.461
DNK,HFC,2018,541.85
DNK,N2O,2018,5290.447
DNK,PFC,2018,0.007
DNK,SF,2018,76.17
DNK,CH4,2019,8759.037999999999
DNK,CO2,2019,35258.714
DNK,HFC,2019,393.585
DNK,N2O,2019,5444.978
DNK,PFC,2019,0.994
DNK,SF,2019,74.38
DNK,CH4,2020,8901.671
DNK,CO2,2020,32775.194
DNK,HFC,2020,392.046
DNK,N2O,2020,5504.968
DNK,PFC,2020,0.006
DNK,SF,2020,47.874
DNK,CH4,2021,8935.480000000001
DNK,CO2,2021,33431.539
DNK,HFC,2021,356.186
DNK,N2O,2021,5233.15
DNK,PFC,2021,0.006
DNK,SF,2021,15.567
ESP,CH4,1990,41324.305
ESP,CO2,1990,195769.443
ESP,HFC,1990,2546.96
ESP,N2O,1990,13061.345
ESP,PFC,1990,1046.272
ESP,SF,1990,65.954
ESP,CH4,1991,40073.294
ESP,CO2,1991,205126.45
ESP,HFC,1991,2309.376
ESP,N2O,1991,12813.037
ESP,PFC,1991,976.88
ESP,SF,1991,70.878
ESP,CH4,1992,40531.74600000001
ESP,CO2,1992,213823.413
ESP,HFC,1992,2927.888
ESP,N2O,1992,12329.112
ESP,PFC,1992,922.266
ESP,SF,1992,74.167
ESP,CH4,1993,40106.0
ESP,CO2,1993,204147.531
ESP,HFC,1993,2393.2
ESP,N2O,1993,11659.584
ESP,PFC,1993,957.844
ESP,SF,1993,78.319
ESP,CH4,1994,41857.572
ESP,CO2,1994,216693.258
ESP,HFC,1994,3664.2
ESP,N2O,1994,13498.137
ESP,PFC,1994,933.231
ESP,SF,1994,86.138
ESP,CH4,1995,42253.637
ESP,CO2,1995,228897.509
ESP,HFC,1995,4916.203
ESP,N2O,1995,13457.732
ESP,PFC,1995,948.295
ESP,SF,1995,102.877
ESP,CH4,1996,43792.54
ESP,CO2,1996,215818.572
ESP,HFC,1996,5834.692
ESP,N2O,1996,14842.41
ESP,PFC,1996,900.051
ESP,SF,1996,113.65
ESP,CH4,1997,44696.139
ESP,CO2,1997,228072.028
ESP,HFC,1997,7100.965
ESP,N2O,1997,14489.929
ESP,PFC,1997,921.183
ESP,SF,1997,155.96
ESP,CH4,1998,44955.084
ESP,CO2,1998,236077.949
ESP,HFC,1998,7508.004
ESP,N2O,1998,14766.836
ESP,PFC,1998,847.143
ESP,SF,1998,161.68
ESP,CH4,1999,45555.512
ESP,CO2,1999,256126.565
ESP,HFC,1999,9279.236
ESP,N2O,1999,15023.472
ESP,PFC,1999,769.123
ESP,SF,1999,171.794
ESP,CH4,2000,47237.595
ESP,CO2,2000,265842.792
ESP,HFC,2000,10873.903
ESP,N2O,2000,15288.616
ESP,PFC,2000,444.605
ESP,SF,2000,192.053
ESP,CH4,2001,47382.47900000001
ESP,CO2,2001,265968.24
ESP,HFC,2001,8356.896
ESP,N2O,2001,14617.07
ESP,PFC,2001,245.213
ESP,SF,2001,168.185
ESP,CH4,2002,47430.453
ESP,CO2,2002,287013.223
ESP,HFC,2002,7403.555
ESP,N2O,2002,14090.596
ESP,PFC,2002,251.92
ESP,SF,2002,185.951
ESP,CH4,2003,47715.977
ESP,CO2,2003,291737.04
ESP,HFC,2003,9385.89
ESP,N2O,2003,14788.871
ESP,PFC,2003,240.951
ESP,SF,2003,181.746
ESP,CH4,2004,46782.911
ESP,CO2,2004,307680.04600000003
ESP,HFC,2004,9862.946
ESP,N2O,2004,14192.726
ESP,PFC,2004,232.995
ESP,SF,2004,205.917
ESP,CH4,2005,45781.818
ESP,CO2,2005,323111.82200000004
ESP,HFC,2005,11151.78
ESP,N2O,2005,13924.277
ESP,PFC,2005,189.135
ESP,SF,2005,219.131
ESP,CH4,2006,45259.423
ESP,CO2,2006,312099.868
ESP,HFC,2006,13617.822
ESP,N2O,2006,13943.678
ESP,PFC,2006,176.419
ESP,SF,2006,239.133
ESP,CH4,2007,46204.489
ESP,CO2,2007,322733.672
ESP,HFC,2007,15588.82
ESP,N2O,2007,13724.74
ESP,PFC,2007,167.103
ESP,SF,2007,245.748
ESP,CH4,2008,44493.679
ESP,CO2,2008,291410.54600000003
ESP,HFC,2008,16525.624
ESP,N2O,2008,12273.015
ESP,PFC,2008,161.408
ESP,SF,2008,252.518
ESP,CH4,2009,46114.176
ESP,CO2,2009,254221.472
ESP,HFC,2009,15165.377
ESP,N2O,2009,12307.636
ESP,PFC,2009,108.097
ESP,SF,2009,238.364
ESP,CH4,2010,43887.986
ESP,CO2,2010,238363.633
ESP,HFC,2010,15577.77
ESP,N2O,2010,12341.414
ESP,PFC,2010,94.512
ESP,SF,2010,242.104
ESP,CH4,2011,44349.773
ESP,CO2,2011,239671.966
ESP,HFC,2011,14980.949
ESP,N2O,2011,11620.747
ESP,PFC,2011,80.913
ESP,SF,2011,246.496
ESP,CH4,2012,43325.403
ESP,CO2,2012,236103.268
ESP,HFC,2012,14965.686
ESP,N2O,2012,11321.377
ESP,PFC,2012,48.91
ESP,SF,2012,226.757
ESP,CH4,2013,41648.832
ESP,CO2,2013,211252.396
ESP,HFC,2013,14869.303
ESP,N2O,2013,11504.403
ESP,PFC,2013,60.415
ESP,SF,2013,220.424
ESP,CH4,2014,40804.524
ESP,CO2,2014,211668.622
ESP,HFC,2014,14751.82
ESP,N2O,2014,11810.304
ESP,PFC,2014,57.064
ESP,SF,2014,216.552
ESP,CH4,2015,42489.879
ESP,CO2,2015,225646.812
ESP,HFC,2015,8181.883
ESP,N2O,2015,11965.187
ESP,PFC,2015,84.313
ESP,SF,2015,228.388
ESP,CH4,2016,41948.729
ESP,CO2,2016,214422.768
ESP,HFC,2016,7954.388
ESP,N2O,2016,11675.926
ESP,PFC,2016,82.163
ESP,SF,2016,236.912
ESP,CH4,2017,42315.652
ESP,CO2,2017,227543.673
ESP,HFC,2017,6082.206
ESP,N2O,2017,12274.744
ESP,PFC,2017,115.919
ESP,SF,2017,232.451
ESP,CH4,2018,42106.353
ESP,CO2,2018,222166.282
ESP,HFC,2018,4395.126
ESP,N2O,2018,12212.211
ESP,PFC,2018,118.181
ESP,SF,2018,234.042
ESP,CH4,2019,41548.512
ESP,CO2,2019,205049.546
ESP,HFC,2019,4277.431
ESP,N2O,2019,12061.515
ESP,PFC,2019,48.845
ESP,SF,2019,235.165
ESP,CH4,2020,41547.691
ESP,CO2,2020,169215.555
ESP,HFC,2020,3497.505
ESP,N2O,2020,12265.674
ESP,PFC,2020,29.46
ESP,SF,2020,237.855
ESP,CH4,2021,41662.027
ESP,CO2,2021,185287.486
ESP,HFC,2021,3612.743
ESP,N2O,2021,12121.418
ESP,PFC,2021,51.392
ESP,SF,2021,240.201
EST,CH4,1990,2225.498
EST,CO2,1990,32912.442
EST,N2O,1990,1442.945
EST,CH4,1991,2150.922
EST,CO2,1991,30267.098
EST,N2O,1991,1416.193
EST,SF,1991,0.05
EST,CH4,1992,1873.811
EST,CO2,1992,21543.144
EST,HFC,1992,15.921
EST,N2O,1992,1219.59
EST,SF,1992,0.093
EST,CH4,1993,1599.449
EST,CO2,1993,15412.602
EST,HFC,1993,18.374
EST,N2O,1993,1006.914
EST,SF,1993,1.429
EST,CH4,1994,1531.624
EST,CO2,1994,16599.388
EST,HFC,1994,21.034
EST,N2O,1994,937.548
EST,SF,1994,3.059
EST,CH4,1995,1422.806
EST,CO2,1995,14402.85
EST,HFC,1995,26.489
EST,N2O,1995,863.406
EST,SF,1995,3.169
EST,CH4,1996,1417.7179999999998
EST,CO2,1996,15022.989
EST,HFC,1996,32.449
EST,N2O,1996,825.46
EST,SF,1996,3.435
EST,CH4,1997,1475.564
EST,CO2,1997,14537.870000000004
EST,HFC,1997,39.008
EST,N2O,1997,834.697
EST,SF,1997,2.938
EST,CH4,1998,1454.252
EST,CO2,1998,12290.5
EST,HFC,1998,49.386
EST,N2O,1998,858.9190000000001
EST,SF,1998,2.945
EST,CH4,1999,1361.623
EST,CO2,1999,11726.391
EST,HFC,1999,59.957
EST,N2O,1999,782.565
EST,SF,1999,2.968
EST,CH4,2000,1398.8200000000002
EST,CO2,2000,10486.334
EST,HFC,2000,74.738
EST,N2O,2000,812.219
EST,SF,2000,2.693
EST,CH4,2001,1436.585
EST,CO2,2001,10647.158
EST,HFC,2001,91.655
EST,N2O,2001,792.096
EST,SF,2001,1.729
EST,CH4,2002,1386.509
EST,CO2,2002,10454.135
EST,HFC,2002,93.644
EST,N2O,2002,768.267
EST,SF,2002,1.432
EST,CH4,2003,1384.322
EST,CO2,2003,12682.214999999998
EST,HFC,2003,99.709
EST,N2O,2003,802.35
EST,SF,2003,1.338
EST,CH4,2004,1406.039
EST,CO2,2004,12280.109
EST,HFC,2004,113.402
EST,N2O,2004,833.6959999999999
EST,SF,2004,1.105
EST,CH4,2005,1386.6850000000002
EST,CO2,2005,14022.71
EST,HFC,2005,128.149
EST,N2O,2005,848.162
EST,SF,2005,1.113
EST,CH4,2006,1385.617
EST,CO2,2006,11781.244
EST,HFC,2006,147.197
EST,N2O,2006,841.5360000000001
EST,PFC,2006,0.095
EST,SF,2006,1.209
EST,CH4,2007,1372.285
EST,CO2,2007,15721.702
EST,HFC,2007,163.065
EST,N2O,2007,893.238
EST,PFC,2007,0.078
EST,SF,2007,1.067
EST,CH4,2008,1355.027
EST,CO2,2008,12332.921000000002
EST,HFC,2008,146.247
EST,N2O,2008,945.773
EST,PFC,2008,0.049
EST,SF,2008,1.499
EST,CH4,2009,1364.119
EST,CO2,2009,9285.904
EST,HFC,2009,153.117
EST,N2O,2009,903.119
EST,SF,2009,1.545
EST,CH4,2010,1372.857
EST,CO2,2010,13160.298
EST,HFC,2010,170.727
EST,N2O,2010,923.164
EST,SF,2010,1.888
EST,CH4,2011,1342.06
EST,CO2,2011,13422.542
EST,HFC,2011,178.254
EST,N2O,2011,934.749
EST,SF,2011,1.931
EST,CH4,2012,1354.736
EST,CO2,2012,13877.761
EST,HFC,2012,188.03
EST,N2O,2012,981.318
EST,SF,2012,2.05
EST,CH4,2013,1355.294
EST,CO2,2013,16622.375999999997
EST,HFC,2013,201.521
EST,N2O,2013,981.915
EST,SF,2013,2.188
EST,CH4,2014,1328.978
EST,CO2,2014,18230.298
EST,HFC,2014,211.453
EST,N2O,2014,1007.625
EST,SF,2014,2.274
EST,CH4,2015,1226.946
EST,CO2,2015,14700.027
EST,HFC,2015,216.431
EST,N2O,2015,1042.844
EST,SF,2015,2.423
EST,CH4,2016,1207.941
EST,CO2,2016,16996.533
EST,HFC,2016,225.04
EST,N2O,2016,1020.516
EST,SF,2016,2.718
EST,CH4,2017,1221.459
EST,CO2,2017,18664.736
EST,HFC,2017,225.799
EST,N2O,2017,1051.154
EST,SF,2017,2.627
EST,CH4,2018,1221.73
EST,CO2,2018,19794.012
EST,HFC,2018,225.985
EST,N2O,2018,1042.871
EST,SF,2018,2.751
EST,CH4,2019,1231.537
EST,CO2,2019,13127.301
EST,HFC,2019,219.672
EST,N2O,2019,1105.901
EST,SF,2019,2.928
EST,CH4,2020,1220.053
EST,CO2,2020,11400.499
EST,HFC,2020,179.918
EST,N2O,2020,1112.658
EST,SF,2020,3.026
EST,CH4,2021,1228.252
EST,CO2,2021,12955.083
EST,HFC,2021,190.208
EST,N2O,2021,1121.132
EST,SF,2021,3.07
FIN,CH4,1990,10304.968
FIN,CO2,1990,27915.805
FIN,HFC,1990,0.02
FIN,N2O,1990,7005.825
FIN,PFC,1990,0.192
FIN,SF,1990,54.095
FIN,CH4,1991,10273.514
FIN,CO2,1991,13761.467999999992
FIN,HFC,1991,0.033
FIN,N2O,1991,6727.39
FIN,PFC,1991,0.22
FIN,SF,1991,41.395
FIN,CH4,1992,10210.148
FIN,CO2,1992,18823.595
FIN,HFC,1992,0.047
FIN,N2O,1992,6369.807
FIN,PFC,1992,0.262
FIN,SF,1992,26.459
FIN,CH4,1993,10243.56
FIN,CO2,1993,20188.256
FIN,HFC,1993,0.195
FIN,N2O,1993,6526.771
FIN,PFC,1993,0.355
FIN,SF,1993,20.353
FIN,CH4,1994,10199.857
FIN,CO2,1994,32357.954
FIN,HFC,1994,80.757
FIN,N2O,1994,6671.928
FIN,PFC,1994,0.81
FIN,SF,1994,24.594
FIN,CH4,1995,9946.29
FIN,CO2,1995,30049.019
FIN,HFC,1995,148.728
FIN,N2O,1995,6729.857
FIN,PFC,1995,1.521
FIN,SF,1995,38.116
FIN,CH4,1996,9852.238
FIN,CO2,1996,29582.478
FIN,HFC,1996,230.51
FIN,N2O,1996,6813.789
FIN,PFC,1996,1.727
FIN,SF,1996,55.822
FIN,CH4,1997,9741.736
FIN,CO2,1997,32808.999
FIN,HFC,1997,327.054
FIN,N2O,1997,6873.502
FIN,PFC,1997,1.785
FIN,SF,1997,51.647
FIN,CH4,1998,9436.586
FIN,CO2,1998,31426.613
FIN,HFC,1998,431.854
FIN,N2O,1998,6767.317999999999
FIN,PFC,1998,1.872
FIN,SF,1998,39.81
FIN,CH4,1999,9190.59
FIN,CO2,1999,30696.283
FIN,HFC,1999,526.278
FIN,N2O,1999,6727.669
FIN,PFC,1999,4.553
FIN,SF,1999,31.701
FIN,CH4,2000,8871.176
FIN,CO2,2000,29263.968
FIN,HFC,2000,693.195
FIN,N2O,2000,6827.0380000000005
FIN,PFC,2000,3.164
FIN,SF,2000,26.86
FIN,CH4,2001,8695.482
FIN,CO2,2001,34037.221000000005
FIN,HFC,2001,764.473
FIN,N2O,2001,6766.186000000001
FIN,PFC,2001,3.73
FIN,SF,2001,26.31
FIN,CH4,2002,8417.441
FIN,CO2,2002,35420.411
FIN,HFC,2002,856.865
FIN,N2O,2002,6815.656
FIN,PFC,2002,2.892
FIN,SF,2002,26.113
FIN,CH4,2003,8161.244000000001
FIN,CO2,2003,42535.40400000001
FIN,HFC,2003,951.845
FIN,N2O,2003,6944.657999999999
FIN,PFC,2003,3.132
FIN,SF,2003,26.353
FIN,CH4,2004,7917.48
FIN,CO2,2004,37336.427
FIN,HFC,2004,1050.877
FIN,N2O,2004,7033.514999999999
FIN,PFC,2004,2.918
FIN,SF,2004,24.57
FIN,CH4,2005,7607.372
FIN,CO2,2005,25390.543
FIN,HFC,2005,1123.187
FIN,N2O,2005,7109.368
FIN,PFC,2005,3.576
FIN,SF,2005,22.87
FIN,CH4,2006,7654.451
FIN,CO2,2006,32824.85999999999
FIN,HFC,2006,1274.211
FIN,N2O,2006,6975.531999999999
FIN,PFC,2006,3.883
FIN,SF,2006,28.411
FIN,CH4,2007,7478.070000000001
FIN,CO2,2007,40877.492
FIN,HFC,2007,1305.552
FIN,N2O,2007,7047.0380000000005
FIN,PFC,2007,2.991
FIN,SF,2007,19.763
FIN,CH4,2008,7237.707
FIN,CO2,2008,30197.219
FIN,HFC,2008,1339.906
FIN,N2O,2008,7194.6720000000005
FIN,PFC,2008,2.711
FIN,SF,2008,27.477
FIN,CH4,2009,7079.336
FIN,CO2,2009,15322.238000000005
FIN,HFC,2009,1337.195
FIN,N2O,2009,6375.409
FIN,PFC,2009,3.087
FIN,SF,2009,27.531
FIN,CH4,2010,7085.33
FIN,CO2,2010,35094.283
FIN,HFC,2010,1320.804
FIN,N2O,2010,6004.07
FIN,PFC,2010,2.529
FIN,SF,2010,22.461
FIN,CH4,2011,6846.185
FIN,CO2,2011,28448.35
FIN,HFC,2011,1302.085
FIN,N2O,2011,5889.371
FIN,PFC,2011,2.826
FIN,SF,2011,24.401
FIN,CH4,2012,6744.682
FIN,CO2,2012,21266.613
FIN,HFC,2012,1310.451
FIN,N2O,2012,5860.465
FIN,PFC,2012,3.531
FIN,SF,2012,22.836
FIN,CH4,2013,6573.224
FIN,CO2,2013,28657.377
FIN,HFC,2013,1290.88
FIN,N2O,2013,5870.412
FIN,PFC,2013,4.195
FIN,SF,2013,31.787
FIN,CH4,2014,6433.517
FIN,CO2,2014,24121.453
FIN,HFC,2014,1257.845
FIN,N2O,2014,5906.63
FIN,PFC,2014,3.756
FIN,SF,2014,35.592
FIN,CH4,2015,6360.792
FIN,CO2,2015,24799.319000000003
FIN,HFC,2015,1192.694
FIN,N2O,2015,5933.004
FIN,PFC,2015,1.385
FIN,SF,2015,22.486
FIN,CH4,2016,6162.049
FIN,CO2,2016,31194.193000000003
FIN,HFC,2016,1133.694
FIN,N2O,2016,5897.5650000000005
FIN,PFC,2016,1.377
FIN,SF,2016,30.691
FIN,CH4,2017,6034.089
FIN,CO2,2017,30980.809
FIN,HFC,2017,1064.048
FIN,N2O,2017,5901.4220000000005
FIN,PFC,2017,1.498
FIN,SF,2017,25.558
FIN,CH4,2018,5955.764999999999
FIN,CO2,2018,41278.426
FIN,HFC,2018,1014.527
FIN,N2O,2018,5878.668
FIN,PFC,2018,1.592
FIN,SF,2018,21.52
FIN,CH4,2019,5897.87
FIN,CO2,2019,33086.848000000005
FIN,HFC,2019,968.939
FIN,N2O,2019,6034.256
FIN,PFC,2019,1.765
FIN,SF,2019,20.101
FIN,CH4,2020,5792.857
FIN,CO2,2020,25972.205
FIN,HFC,2020,903.859
FIN,N2O,2020,5951.0830000000005
FIN,PFC,2020,1.485
FIN,SF,2020,21.822
FIN,CH4,2021,5670.405
FIN,CO2,2021,35798.53999999999
FIN,HFC,2021,837.6
FIN,N2O,2021,5955.107
FIN,PFC,2021,1.593
FIN,SF,2021,22.853
FRA,CH4,1990,80382.06599999999
FRA,CO2,1990,378748.996
FRA,HFC,1990,4226.205
FRA,N2O,1990,53628.11
FRA,PFC,1990,4684.557
FRA,SF,1990,2224.346
FRA,CH4,1991,80886.692
FRA,CO2,1991,403682.99
FRA,HFC,1991,4850.629
FRA,N2O,1991,53778.111
FRA,PFC,1991,4344.34
FRA,SF,1991,2289.016
FRA,CH4,1992,81056.93
FRA,CO2,1992,396219.235
FRA,HFC,1992,4131.277
FRA,N2O,1992,54276.195
FRA,PFC,1992,4428.821
FRA,SF,1992,2328.989
FRA,CH4,1993,81489.229
FRA,CO2,1993,373592.645
FRA,HFC,1993,2439.449
FRA,N2O,1993,53194.515
FRA,PFC,1993,4363.197
FRA,SF,1993,2369.595
FRA,CH4,1994,84141.644
FRA,CO2,1994,366356.921
FRA,HFC,1994,1546.515
FRA,N2O,1994,52724.334
FRA,PFC,1994,3898.605
FRA,SF,1994,2522.485
FRA,CH4,1995,84920.936
FRA,CO2,1995,368576.445
FRA,HFC,1995,1600.564
FRA,N2O,1995,53797.05
FRA,PFC,1995,2757.432
FRA,SF,1995,2545.928
FRA,CH4,1996,83423.339
FRA,CO2,1996,378718.688
FRA,HFC,1996,2850.223
FRA,N2O,1996,55110.031
FRA,PFC,1996,2521.236
FRA,SF,1996,2574.734
FRA,CH4,1997,81496.42
FRA,CO2,1997,370609.926
